term_str,n,tfidf_mean,df,dfidf,p,i,max_pos,n_pos,stop
dares,36,0.0009313501260971383,21,97.97916029958873,4.164589192196948e-05,14.55146628367448,VBZ,4.0,0
daresay,46,0.0014605273117409001,33,132.44872091222382,5.321419523362767e-05,14.19782932905978,VBP,2.0,0
daring,60,0.0014652126524881174,43,156.16425962645437,6.940981986994914e-05,13.814500689508275,VBG,2.0,0
dark,1261,0.01180936704066115,385,180.67167856311113,0.0014587630476000975,9.421038724788573,NN,13.0,0
darkened,37,0.0009480228689623278,37,142.39591921381836,4.28027222531353e-05,14.511937919487844,NN,5.0,0
darker,56,0.0014255183856805153,50,170.70677664922255,6.478249854528586e-05,13.91403636305919,NN,7.0,0
darkness,379,0.005407719756293334,195,282.8789747568652,0.00043843869551184536,11.1553372469457,NN,5.0,0
darling,271,0.006930831558821552,57,183.83079738988275,0.0003135010197459369,11.639242243762922,VBG,7.0,0
darry,39,0.001213398174796401,20,94.72127255743628,4.511638291546694e-05,14.435989066254544,NNP,2.0,0
dart,97,0.0018460372765381264,33,132.44872091222382,0.00011221254212308444,13.121478442929666,NN,5.0,0
darted,57,0.0015249399672394315,55,180.2147605078984,6.593932887645167e-05,13.888501270952052,VBD,5.0,0
darts,51,0.0010760206319953619,17,84.49899098565022,5.899834688945676e-05,14.048965943145298,NNS,3.0,0
dashed,47,0.0012828844295609538,43,156.16425962645437,5.4371025564793485e-05,14.166802433439155,VBD,4.0,0
daughter,439,0.006494581953581493,201,282.7949463476297,0.0005078485153817945,10.943314155581435,NN,6.0,0
daughters,174,0.0032656197432082666,109,249.5890063800652,0.0002012884776228525,12.278447789268064,NNS,7.0,0
davos,495,0.012055966227304347,11,61.58416114534066,0.0005726310139270804,10.77010657014982,NNP,6.0,0
dawn,243,0.004270728371749968,144,271.88160786962834,0.000281109770473294,11.796578781511013,NN,6.0,0
day,2154,0.01819387319935173,474,80.2237766100745,0.002491812533331174,8.648588750572586,NN,10.0,0
day day,38,0.0013060807084603304,31,127.21765778354131,4.3959552584301115e-05,14.473463771673208,,,0
day nan,44,0.0013682403149605541,41,151.7180284437848,5.090053457129603e-05,14.261959666479497,,,0
day night,74,0.001661868060372382,69,203.51324135268948,8.56054445062706e-05,13.511937919487844,,,0
daylight,66,0.0016116983662670889,51,172.6638854201717,7.635080185694404e-05,13.67699716575834,NN,6.0,0
days,860,0.008730442034503936,352,210.69315665090122,0.0009948740848026042,9.973198435527333,NNS,9.0,0
dead,1508,0.014531204373762117,390,175.75794951373044,0.001744500139398055,9.16297057184813,JJ,15.0,0
dead man,39,0.0011307468137488886,34,134.99798197130045,4.511638291546694e-05,14.435989066254544,,,0
dead men,55,0.0015561260159433349,39,147.13099065198017,6.362566821412004e-05,13.940031571592133,,,0
deadly,73,0.0013975103501583043,49,168.72081205355443,8.444861417510478e-05,13.531566726236775,JJ,4.0,0
deaf,50,0.0013500583991087178,43,156.16425962645437,5.7841516558290944e-05,14.077535095342068,NN,8.0,0
deal,271,0.004445606630248158,175,281.1866069121982,0.0003135010197459369,11.639242243762922,NN,4.0,0
dean,44,0.0022575884443297293,20,94.72127255743628,5.090053457129603e-05,14.261959666479497,NNP,2.0,0
dear,758,0.01243614139998315,204,282.6555416806868,0.0008768773910236907,10.1553372469457,JJ,10.0,0
dear boy,73,0.0037695133481091938,11,61.58416114534066,8.444861417510478e-05,13.531566726236775,,,0
dear said,66,0.0018613637333315368,31,127.21765778354131,7.635080185694404e-05,13.67699716575834,,,0
death,770,0.009244502882309776,296,251.1673537105469,0.0008907593549976805,10.13267664953453,NN,10.0,0
deaths,40,0.001002561047836867,33,132.44872091222382,4.627321324663276e-05,14.399463190229431,NNS,5.0,0
debate,38,0.0008314905937278587,23,104.29188463414975,4.3959552584301115e-05,14.473463771673208,NN,4.0,0
debt,38,0.001167675361000983,28,119.01783041964401,4.3959552584301115e-05,14.473463771673208,NN,3.0,0
debts,39,0.001202741284419812,29,121.80031110131651,4.511638291546694e-05,14.435989066254544,NN,2.0,0
deceive,36,0.001042039970440644,32,129.85573512829362,4.164589192196948e-05,14.55146628367448,VB,4.0,0
decent,42,0.0012075464543735105,35,137.5048047034973,4.858687390896439e-05,14.329073862338033,JJ,5.0,0
decide,67,0.0016110980206608789,55,180.2147605078984,7.750763218810986e-05,13.655302094659021,VB,4.0,0
decided,155,0.0027331960983708724,129,264.03261628633396,0.00017930870133070194,12.445266879842556,VBD,9.0,0
deck,100,0.002666319985888674,37,142.39591921381836,0.00011568303311658189,13.077535095342068,NN,4.0,0
declare,39,0.0009347228246931063,31,127.21765778354131,4.511638291546694e-05,14.435989066254544,VB,7.0,0
declared,150,0.0027682814233435274,101,242.37780424074552,0.00017352454967487283,12.492572594620912,VBD,8.0,0
decreed,44,0.001124367707418626,34,134.99798197130045,5.090053457129603e-05,14.261959666479497,VBN,7.0,0
deed,77,0.0019288610674229626,56,182.03566083928803,8.907593549976806e-05,13.454604744421891,NN,4.0,0
deeds,79,0.0017256262228679904,49,168.72081205355443,9.13895961620997e-05,13.41761053693969,NNS,5.0,0
deemed,46,0.0013084075982043595,42,153.95832059917745,5.321419523362767e-05,14.19782932905978,VBD,2.0,0
deep,749,0.00767945490795996,325,231.95113982409165,0.0008664659180431984,10.172569376658043,JJ,11.0,0
deeper,101,0.0022535411770873595,79,217.58266699198376,0.0001168398634477477,13.063179802365,JJR,8.0,0
deeply,92,0.0021436766015647418,75,212.18797741974714,0.00010642839046725534,13.19782932905978,RB,8.0,0
deer,46,0.0012019713299502488,33,132.44872091222382,5.321419523362767e-05,14.19782932905978,NN,5.0,0
defeat,43,0.001038037037639757,35,137.5048047034973,4.9743704240130216e-05,14.295126530414695,NN,4.0,0
defence,38,0.0008990740206511997,31,127.21765778354131,4.3959552584301115e-05,14.473463771673208,NN,2.0,0
defend,126,0.0025232544326643396,85,225.13106686282532,0.00014576062172689318,12.744111361616877,VB,7.0,0
degree,46,0.0014599019778813724,36,139.97040196740707,5.321419523362767e-05,14.19782932905978,NN,3.0,0
delay,67,0.0016917748376593046,57,183.83079738988275,7.750763218810986e-05,13.655302094659021,NN,4.0,0
delicate,65,0.0018311049143148268,56,182.03566083928803,7.519397152577823e-05,13.699023472088339,JJ,4.0,0
delight,121,0.002560673606713799,93,234.25146078355644,0.0001399764700710641,12.802528047842198,NN,7.0,0
delighted,61,0.0017816877064369533,52,174.59270424014036,7.056665020111496e-05,13.790653947553906,VBN,5.0,0
deliver,52,0.001343456998429714,43,156.16425962645437,6.0155177220622586e-05,14.0209515669757,VB,4.0,0
delivered,57,0.0015794957696473922,51,172.6638854201717,6.593932887645167e-05,13.888501270952052,VBN,8.0,0
demand,58,0.0014716742233975193,43,156.16425962645437,6.709615920761749e-05,13.863410289989222,VB,5.0,0
demanded,207,0.003496110563704028,155,276.1894342101654,0.00023946387855132453,12.027904327617469,VBD,8.0,0
demands,47,0.001172315353158136,30,124.53303381451971,5.4371025564793485e-05,14.166802433439155,VBZ,7.0,0
denied,43,0.001151305680973866,38,144.78243995399242,4.9743704240130216e-05,14.295126530414695,VBN,7.0,0
deny,95,0.0019923223240096975,67,200.45746966419404,0.0001098988814607528,13.151535676785846,VB,5.0,0
denys,38,0.0011718466755927116,12,65.67635066445624,4.3959552584301115e-05,14.473463771673208,NNP,2.0,0
depart,50,0.0013785770696524847,46,162.5837692682995,5.7841516558290944e-05,14.077535095342068,VB,5.0,0
departed,61,0.0016287214230141594,52,174.59270424014036,7.056665020111496e-05,13.790653947553906,VBD,7.0,0
departure,41,0.001294129637272058,37,142.39591921381836,4.7430043577798574e-05,14.36383928049871,NN,3.0,0
descend,57,0.0013608897727809116,36,139.97040196740707,6.593932887645167e-05,13.888501270952052,VB,5.0,0
descended,98,0.0020130645538245268,82,221.43605688756955,0.00011336937245425025,13.106681441001585,VBD,8.0,0
descending,69,0.0014937411404459945,53,176.49377721438677,7.982129285044151e-05,13.612866828338625,VBG,4.0,0
descends,47,0.0009624815225668925,22,101.16832229068132,5.4371025564793485e-05,14.166802433439155,VBZ,8.0,0
described,37,0.001140854164139768,35,137.5048047034973,4.28027222531353e-05,14.511937919487844,VBN,6.0,0
desert,54,0.001368406262487383,40,149.44254511487253,6.246883788295422e-05,13.966503782953325,NN,5.0,0
deserted,75,0.0016066783841175351,65,197.31555413249689,8.676227483743641e-05,13.492572594620912,VBN,7.0,0
deserve,49,0.0013538253886913446,46,162.5837692682995,5.668468622712513e-05,14.106681441001585,VB,4.0,0
deserved,46,0.0014222100913682553,43,156.16425962645437,5.321419523362767e-05,14.19782932905978,VBD,8.0,0
design,39,0.0010820982426195506,32,129.85573512829362,4.511638291546694e-05,14.435989066254544,NN,5.0,0
desire,144,0.0029655626008573523,101,242.37780424074552,0.00016658356768787792,12.55146628367448,NN,7.0,0
desired,58,0.0015001139336966037,47,164.65993494083233,6.709615920761749e-05,13.863410289989222,VBD,7.0,0
desmond,49,0.0016997441608403781,17,84.49899098565022,5.668468622712513e-05,14.106681441001585,NNP,2.0,0
desolate,42,0.0012643003715420453,35,137.5048047034973,4.858687390896439e-05,14.329073862338033,NN,5.0,0
despair,89,0.0018676624346995133,69,203.51324135268948,0.00010295789947375788,13.245657854150396,NN,6.0,0
desperate,98,0.0022756558359527204,81,220.16947930983864,0.00011336937245425025,13.106681441001585,JJ,5.0,0
desperately,37,0.0010255325109980885,36,139.97040196740707,4.28027222531353e-05,14.511937919487844,RB,5.0,0
despite,58,0.0012810788503710762,51,172.6638854201717,6.709615920761749e-05,13.863410289989222,IN,3.0,0
destined,38,0.0009224996649705137,26,113.29635212007018,4.3959552584301115e-05,14.473463771673208,VBN,4.0,0
destroy,60,0.0013795118161191973,43,156.16425962645437,6.940981986994914e-05,13.814500689508275,VB,7.0,0
destroyed,47,0.001061602414771793,32,129.85573512829362,5.4371025564793485e-05,14.166802433439155,VBN,6.0,0
destruction,63,0.001550556497737507,48,166.70540265782495,7.288031086344659e-05,13.744111361616877,NN,4.0,0
determined,110,0.0026550366152376477,98,239.44162410710882,0.00012725133642824008,12.940031571592133,VBN,8.0,0
devan,39,0.0009586400967964864,8,48.463933782073404,4.511638291546694e-05,14.435989066254544,NNP,4.0,0
devil,78,0.0024939154098234328,56,182.03566083928803,9.023276583093388e-05,13.435989066254544,NN,8.0,0
diana,87,0.0031568884769300363,20,94.72127255743628,0.00010064423881142625,13.278447789268064,NNP,2.0,0
dick,39,0.0010561088168108716,14,73.508915209822,4.511638291546694e-05,14.435989066254544,NNP,3.0,0
did,4394,0.03613710144451912,501,44.75178971154764,0.005083112475142608,7.620072130693517,VBD,14.0,1
did come,106,0.00231414317924652,90,230.95247637865512,0.0001226240151035768,12.993470830553594,,,0
did did,42,0.0011018158701936634,35,137.5048047034973,4.858687390896439e-05,14.329073862338033,,,0
did hear,61,0.0014005593815087823,50,170.70677664922255,7.056665020111496e-05,13.790653947553906,,,0
did know,255,0.0040600355252559395,169,280.0519764146116,0.00029499173444728384,11.727037848257934,,,0
did like,74,0.0018903879093116584,63,194.08484335333335,8.56054445062706e-05,13.511937919487844,,,0
did look,52,0.0013547094576139024,47,164.65993494083233,6.0155177220622586e-05,14.0209515669757,,,0
did make,37,0.0010490491232987697,35,137.5048047034973,4.28027222531353e-05,14.511937919487844,,,0
did mean,43,0.0010907173113665193,39,147.13099065198017,4.9743704240130216e-05,14.295126530414695,,,0
did said,43,0.0011257859281125985,38,144.78243995399242,4.9743704240130216e-05,14.295126530414695,,,0
did say,78,0.00179239434087675,70,205.00960940699463,9.023276583093388e-05,13.435989066254544,,,0
did speak,46,0.0013704701025380461,37,142.39591921381836,5.321419523362767e-05,14.19782932905978,,,0
did tell,38,0.0009631137698820744,37,142.39591921381836,4.3959552584301115e-05,14.473463771673208,,,0
did think,86,0.002079374201657111,70,205.00960940699463,9.948740848026043e-05,13.295126530414695,,,0
did understand,42,0.0011779283434894688,38,144.78243995399242,4.858687390896439e-05,14.329073862338033,,,0
did want,70,0.0015646818962496043,60,189.06606762903942,8.097812318160733e-05,13.592108268171827,,,0
didnt,427,0.00643265539570399,204,282.6555416806868,0.0004939665514078047,10.983299025496303,NN,9.0,0
didnt know,55,0.0016319864720516295,42,153.95832059917745,6.362566821412004e-05,13.940031571592133,,,0
die,632,0.007956965767268646,280,260.0384376279786,0.0007311167692967976,10.41761053693969,VB,12.0,0
died,538,0.0067021865037341505,264,267.5897672977908,0.0006223747181672106,10.64992892256017,VBD,11.0,0
dies,67,0.0014524769859008998,46,162.5837692682995,7.750763218810986e-05,13.655302094659021,NN,5.0,0
difference,87,0.0020722531562876755,72,207.94080393481417,0.00010064423881142625,13.278447789268064,NN,1.0,0
different,323,0.004719790401273045,220,280.85904203159356,0.0003736561969665595,11.386000930422869,JJ,7.0,0
difficult,100,0.002215661624976701,83,222.68504018721683,0.00011568303311658189,13.077535095342068,JJ,5.0,0
difficulty,87,0.0024233205490217,72,207.94080393481417,0.00010064423881142625,13.278447789268064,NN,4.0,0
dignity,55,0.0012949720787512995,46,162.5837692682995,6.362566821412004e-05,13.940031571592133,NN,2.0,0
dim,124,0.002296297636855757,88,228.67328916272533,0.00014344696106456155,12.767194974729918,NN,9.0,0
dimly,45,0.0013263280459550766,39,147.13099065198017,5.205736490246185e-05,14.229538188787119,RB,6.0,0
dinner,206,0.005121260902710632,95,236.37293087068167,0.00023830704822015868,12.034890757933574,NN,8.0,0
diomed,43,0.001022475163449007,12,65.67635066445624,4.9743704240130216e-05,14.295126530414695,NNP,4.0,0
dire,72,0.001573871691571392,36,139.97040196740707,8.329178384393896e-05,13.55146628367448,NN,6.0,0
direct,62,0.0015269078907579566,53,176.49377721438677,7.172348053228077e-05,13.767194974729918,JJ,5.0,0
directed,49,0.0014895333213186689,42,153.95832059917745,5.668468622712513e-05,14.106681441001585,VBD,5.0,0
direction,120,0.002811251352811777,91,232.06793451300365,0.00013881963973989828,12.814500689508275,NN,2.0,0
directions,43,0.0012625730842158055,40,149.44254511487253,4.9743704240130216e-05,14.295126530414695,NN,6.0,0
directly,107,0.002707485649625217,87,227.50919574120894,0.00012378084543474262,12.979924298715646,RB,8.0,0
direwolf,193,0.004242699912739421,87,227.50919574120894,0.00022326825391500305,12.128934247848713,NN,3.0,0
direwolves,59,0.001649471458759496,31,127.21765778354131,6.825298953878332e-05,13.838748235754952,NNS,3.0,0
dirk,66,0.0016624160558820853,25,110.35338832461127,7.635080185694404e-05,13.67699716575834,NN,4.0,0
dirt,85,0.0021590641298991995,62,192.43531556708263,9.83305781490946e-05,13.312000348979092,NN,4.0,0
dirty,70,0.0020771409090683864,55,180.2147605078984,8.097812318160733e-05,13.592108268171827,NN,6.0,0
disappeared,60,0.0016412032224118434,50,170.70677664922255,6.940981986994914e-05,13.814500689508275,VBD,8.0,0
disappointed,55,0.0015901161209008296,52,174.59270424014036,6.362566821412004e-05,13.940031571592133,JJ,6.0,0
disappointment,46,0.0013681201493111752,41,151.7180284437848,5.321419523362767e-05,14.19782932905978,NN,2.0,0
discover,54,0.0015460715872971913,45,160.47623818932755,6.246883788295422e-05,13.966503782953325,VB,4.0,0
discovered,91,0.0024671216533688096,75,212.18797741974714,0.00010527156013608952,13.213596644918097,VBD,7.0,0
discovery,43,0.0013578733876626076,38,144.78243995399242,4.9743704240130216e-05,14.295126530414695,NN,3.0,0
disdain,37,0.0008849762923321965,27,116.1838139560841,4.28027222531353e-05,14.511937919487844,NN,7.0,0
disgrace,55,0.0012799171902187511,43,156.16425962645437,6.362566821412004e-05,13.940031571592133,NN,4.0,0
disgust,35,0.0010606556465191433,32,129.85573512829362,4.048906159080366e-05,14.592108268171827,NN,3.0,0
dish,42,0.0012812782592362033,29,121.80031110131651,4.858687390896439e-05,14.329073862338033,NN,4.0,0
dismal,60,0.0017655736118713508,48,166.70540265782495,6.940981986994914e-05,13.814500689508275,JJ,2.0,0
dismay,63,0.001412112417926415,52,174.59270424014036,7.288031086344659e-05,13.744111361616877,NN,5.0,0
dismissed,37,0.0011134273919398262,33,132.44872091222382,4.28027222531353e-05,14.511937919487844,VBD,6.0,0
dismounted,56,0.0014568414235645501,43,156.16425962645437,6.478249854528586e-05,13.91403636305919,VBD,5.0,0
disposed,90,0.002190686853795872,74,210.79183842763672,0.0001041147298049237,13.229538188787119,VBN,6.0,0
disposition,35,0.0012143299666135163,31,127.21765778354131,4.048906159080366e-05,14.592108268171827,NN,1.0,0
distance,241,0.004126520889323805,161,278.05904998777396,0.00027879610981096234,11.808501948886832,NN,6.0,0
distant,240,0.0036001048675869097,157,276.84924289720516,0.00027763927947979655,11.814500689508275,JJ,7.0,0
distinctly,40,0.001486881104397828,33,132.44872091222382,4.627321324663276e-05,14.399463190229431,RB,4.0,0
distress,69,0.0017897094676761506,54,178.3676279121682,7.982129285044151e-05,13.612866828338625,NN,5.0,0
disturb,42,0.001435043469907627,39,147.13099065198017,4.858687390896439e-05,14.329073862338033,VB,6.0,0
disturbed,67,0.0019655719567814134,60,189.06606762903942,7.750763218810986e-05,13.655302094659021,VBN,6.0,0
ditch,36,0.0013403345463517164,21,97.97916029958873,4.164589192196948e-05,14.55146628367448,NN,3.0,0
divide,38,0.0009264100666935653,24,107.35270132891247,4.3959552584301115e-05,14.473463771673208,NN,6.0,0
divided,55,0.0015002061092100408,51,172.6638854201717,6.362566821412004e-05,13.940031571592133,VBD,5.0,0
divine,158,0.003088594592142835,47,164.65993494083233,0.0001827791923241994,12.41761053693969,NN,7.0,0
doctor,151,0.005476427076026881,38,144.78243995399242,0.00017468138000603864,12.482986545791714,NN,2.0,0
dodger,115,0.004382310089003737,13,69.64817606003508,0.00013303548808406916,12.875901234172417,NNP,4.0,0
does,784,0.008978089777690126,328,229.74422755027823,0.000906954979634002,10.106681441001585,VBZ,10.0,1
does mean,42,0.0011251207540932985,37,142.39591921381836,4.858687390896439e-05,14.329073862338033,,,0
doesnt,108,0.002260603289586143,83,222.68504018721683,0.00012493767576590844,12.966503782953325,VBZ,9.0,0
dog,324,0.0061150085164023635,144,271.88160786962834,0.0003748130272977253,11.381541282232169,NN,7.0,0
dogs,330,0.005588776551459563,151,274.75763449854867,0.00038175400928472023,11.355069070870977,NNS,11.0,0
doing,371,0.0055910899843107055,241,275.96967515354066,0.0004291840528625188,11.18611590849599,VBG,10.0,1
dolorous,46,0.0014281452384965771,17,84.49899098565022,5.321419523362767e-05,14.19782932905978,NNP,2.0,0
dolorous edd,45,0.0013861292521685203,16,80.92786756414681,5.205736490246185e-05,14.229538188787119,,,0
dome,114,0.0023020252172173176,63,194.08484335333335,0.00013187865775290335,12.888501270952052,NNP,5.0,0
donal,48,0.001589400325333206,15,77.26651690725986,5.552785589595931e-05,14.136428784395637,NNP,3.0,0
donal noye,42,0.00130465491776827,15,77.26651690725986,4.858687390896439e-05,14.329073862338033,,,0
dondarrion,45,0.001291445415918957,22,101.16832229068132,5.205736490246185e-05,14.229538188787119,NNP,2.0,0
donned,50,0.0014071486584620934,46,162.5837692682995,5.7841516558290944e-05,14.077535095342068,VBD,2.0,0
dont,1979,0.019465908533519483,408,157.3110833613736,0.002289367225377156,8.770835388069282,VBP,16.0,0
dont care,56,0.0015267141833578055,46,162.5837692682995,6.478249854528586e-05,13.91403636305919,,,0
dont know,295,0.004700419829192694,177,281.49835256368357,0.0003412649476939166,11.516820140867589,,,0
dont let,36,0.0011342512832974584,29,121.80031110131651,4.164589192196948e-05,14.55146628367448,,,0
dont like,43,0.0012986624293163179,38,144.78243995399242,4.9743704240130216e-05,14.295126530414695,,,0
dont mean,35,0.0010125067948027226,27,116.1838139560841,4.048906159080366e-05,14.592108268171827,,,0
dont think,137,0.002893726985949354,101,242.37780424074552,0.0001584857553697172,12.623359202156266,,,0
dont want,143,0.002868057656261196,104,245.18540848028073,0.0001654267373567121,12.561519948338404,,,0
dontos,99,0.003982029314764861,19,91.39121997699621,0.00011452620278541607,13.092034665037184,NNP,3.0,0
doom,132,0.002349527707300153,64,195.71147025658726,0.00015270160371388809,12.67699716575834,NN,7.0,0
door,1465,0.01573889209448778,383,182.61100693950578,0.0016947564351579246,9.204706335807183,NN,8.0,0
door nan,52,0.0015326642833757953,44,158.33664458136266,6.0155177220622586e-05,14.0209515669757,,,0
door opened,48,0.0012830030677392478,47,164.65993494083233,5.552785589595931e-05,14.136428784395637,,,0
doors,283,0.00470230731654833,152,275.12975981596975,0.00032738298371992673,11.57673304228491,NNS,7.0,0
doorway,37,0.001200959135965998,30,124.53303381451971,4.28027222531353e-05,14.511937919487844,NN,1.0,0
doreah,41,0.0011328602678638265,10,57.36063627871814,4.7430043577798574e-05,14.36383928049871,NNP,5.0,0
dornish,50,0.001236755146822943,28,119.01783041964401,5.7841516558290944e-05,14.077535095342068,NNP,3.0,0
dornishmen,35,0.0010382464073954915,15,77.26651690725986,4.048906159080366e-05,14.592108268171827,NNP,2.0,0
dothrak,36,0.0010524500606070542,15,77.26651690725986,4.164589192196948e-05,14.55146628367448,NNP,1.0,0
dothraki,233,0.005354239305917727,32,129.85573512829362,0.0002695414671616358,11.857205140462513,NNP,3.0,0
double,124,0.0024684048720512333,97,238.43365141548867,0.00014344696106456155,12.767194974729918,JJ,7.0,0
doublet,71,0.0016985845673756308,47,164.65993494083233,8.213495351277314e-05,13.571644165612112,NN,4.0,0
doubt,501,0.006286274697986502,271,264.45336666083745,0.0005795719959140752,10.752724491921585,NN,7.0,0
doubtful,63,0.0014123498543882835,49,168.72081205355443,7.288031086344659e-05,13.744111361616877,JJ,6.0,0
doubtfully,35,0.0008998659929577996,33,132.44872091222382,4.048906159080366e-05,14.592108268171827,NN,6.0,0
doubtless,84,0.0019804382776866724,64,195.71147025658726,9.717374781792878e-05,13.329073862338033,NN,7.0,0
doubts,44,0.001125334241790494,43,156.16425962645437,5.090053457129603e-05,14.261959666479497,NNS,4.0,0
downstairs,58,0.0017441367413480063,45,160.47623818932755,6.709615920761749e-05,13.863410289989222,NN,6.0,0
dozen,301,0.004651436386193391,183,282.2394148589494,0.0003482059296809115,11.487771608357091,NN,2.0,0
drag,48,0.001197364196731636,44,158.33664458136266,5.552785589595931e-05,14.136428784395637,VB,6.0,0
dragged,117,0.002605251681061282,89,229.82098796955722,0.00013534914874640082,12.851026565533388,VBD,3.0,0
dragging,42,0.0011026139701697808,38,144.78243995399242,4.858687390896439e-05,14.329073862338033,VBG,3.0,0
dragon,272,0.005084238823440189,82,221.43605688756955,0.00031465785007710276,11.633928443866454,NN,5.0,0
dragonglass,43,0.0011381280539839525,15,77.26651690725986,4.9743704240130216e-05,14.295126530414695,NN,2.0,0
dragons,333,0.005898991857665046,91,232.06793451300365,0.0003852245002782177,11.342012918045532,NNS,8.0,0
dragonstone,126,0.0024769491620155216,48,166.70540265782495,0.00014576062172689318,12.744111361616877,NNP,3.0,0
drank,170,0.0031403514704339617,119,257.4177011746966,0.0001966611562981892,12.312000348979092,VBD,6.0,0
draught,51,0.0012436872036770818,44,158.33664458136266,5.899834688945676e-05,14.048965943145298,NN,2.0,0
draw,181,0.0036980489016521264,126,262.1696867066667,0.00020938628994101322,12.221545398033587,VB,7.0,0
drawbridge,45,0.001673006592451622,24,107.35270132891247,5.205736490246185e-05,14.229538188787119,NN,1.0,0
drawer,35,0.0010664614940762587,23,104.29188463414975,4.048906159080366e-05,14.592108268171827,NN,2.0,0
drawing,169,0.0033249911499687273,106,246.98755442877354,0.00019550432596702338,12.32051184883461,VBG,6.0,0
drawing nan,44,0.001447113778704429,22,101.16832229068132,5.090053457129603e-05,14.261959666479497,,,0
drawing nan room,39,0.001302873929756795,20,94.72127255743628,4.511638291546694e-05,14.435989066254544,,,0
drawn,167,0.002958291594451777,143,271.43121519525243,0.00019319066530469175,12.337686992642741,VBN,9.0,0
draws,36,0.0008909028091180519,23,104.29188463414975,4.164589192196948e-05,14.55146628367448,NN,7.0,0
dread,174,0.003181904756527405,114,253.6615947797655,0.0002012884776228525,12.278447789268064,NN,9.0,0
dreadfort,49,0.0014209493310433198,22,101.16832229068132,5.668468622712513e-05,14.106681441001585,NNP,1.0,0
dreadful,225,0.004447729236150522,115,254.43769225870207,0.00026028682451230927,11.907610093899756,JJ,7.0,0
dream,314,0.005381811159942948,151,274.75763449854867,0.00036324472398606715,11.426770536225167,NN,7.0,0
dreamed,109,0.0027263212138018272,76,213.56487990798487,0.00012609450609707426,12.953206960339866,VBD,7.0,0
dreaming,68,0.0018625520980425074,58,185.60062220263302,7.866446251927569e-05,13.633928443866454,VBG,8.0,0
dreams,194,0.003980098203422512,109,249.5890063800652,0.00022442508424616887,12.121478442929666,NNS,8.0,0
dreamt,57,0.0016363150415301707,46,162.5837692682995,6.593932887645167e-05,13.888501270952052,NN,7.0,0
dreary,59,0.0018381968277634184,48,166.70540265782495,6.825298953878332e-05,13.838748235754952,JJ,4.0,0
dress,231,0.004586311184881891,142,270.9707336621381,0.00026722780649930417,11.869642243700735,NN,7.0,0
dressed,230,0.004055936341835064,158,277.16533398396757,0.0002660709761681383,11.875901234172417,VBN,10.0,0
dressing,58,0.0017591290434505237,47,164.65993494083233,6.709615920761749e-05,13.863410289989222,VBG,3.0,0
drew,584,0.006724921949630533,304,246.2595196319395,0.0006755889134008382,10.531566726236775,VBD,7.0,0
drew near,36,0.000993866545154544,27,116.1838139560841,4.164589192196948e-05,14.55146628367448,,,0
dried,66,0.0017468226850032025,58,185.60062220263302,7.635080185694404e-05,13.67699716575834,JJ,5.0,0
drifted,55,0.0014518400373015594,47,164.65993494083233,6.362566821412004e-05,13.940031571592133,VBD,4.0,0
drifting,54,0.0013260808395292078,40,149.44254511487253,6.246883788295422e-05,13.966503782953325,VBG,2.0,0
drink,372,0.005682885182126217,193,282.8481942997814,0.0004303408831936846,11.182232474008762,VB,7.0,0
drinking,135,0.002690383054006371,98,239.44162410710882,0.00015617209470738556,12.644575688065963,NN,7.0,0
dripping,50,0.0011680646140254983,44,158.33664458136266,5.7841516558290944e-05,14.077535095342068,VBG,5.0,0
drive,116,0.002489418962107018,91,232.06793451300365,0.00013419231841523498,12.863410289989222,VB,6.0,0
driven,96,0.0019894652614950398,75,212.18797741974714,0.00011105571179191862,13.136428784395637,VBN,9.0,0
driving,79,0.001762464815950207,68,201.99596394260087,9.13895961620997e-05,13.41761053693969,VBG,3.0,0
drogo,234,0.005260200057220526,26,113.29635212007018,0.00027069829749280165,11.851026565533388,NNP,2.0,0
drogon,49,0.0016475405358332513,11,61.58416114534066,5.668468622712513e-05,14.106681441001585,NNP,3.0,0
drogos,45,0.0010358929281694643,17,84.49899098565022,5.205736490246185e-05,14.229538188787119,NNP,2.0,0
drop,114,0.0023610848443005937,91,232.06793451300365,0.00013187865775290335,12.888501270952052,NN,6.0,0
dropped,230,0.004138823230229668,161,278.05904998777396,0.0002660709761681383,11.875901234172417,VBD,8.0,0
dropping,39,0.001169997209545697,34,134.99798197130045,4.511638291546694e-05,14.435989066254544,VBG,2.0,0
drops,59,0.0015068965137666804,48,166.70540265782495,6.825298953878332e-05,13.838748235754952,NNS,6.0,0
drove,174,0.00316666031162842,115,254.43769225870207,0.0002012884776228525,12.278447789268064,VBD,6.0,0
drown,59,0.0018671223215698323,43,156.16425962645437,6.825298953878332e-05,13.838748235754952,VB,7.0,0
drowned,110,0.0023276545026942367,72,207.94080393481417,0.00012725133642824008,12.940031571592133,VBN,10.0,0
drum,47,0.001143085358044826,25,110.35338832461127,5.4371025564793485e-05,14.166802433439155,NN,4.0,0
drummle,82,0.004017962134363522,9,52.99260049185177,9.486008715559715e-05,13.36383928049871,NNP,1.0,0
drums,41,0.0013982158450575376,19,91.39121997699621,4.7430043577798574e-05,14.36383928049871,NNS,4.0,0
drunk,164,0.003416121523651407,97,238.43365141548867,0.0001897201743111943,12.36383928049871,NN,10.0,0
